# target: wasp-43
# filter: IRAC 4.5um
# tmid: 2458738.834783 +- 0.000070
# emid: 2458738.427811 +- 0.000288
# transit_depth: 0.025635+-0.000035
# eclipse_depth: 0.003810 +- 0.000100
# nightside_amp: 0.000977 +- 0.000199
# hotspot_amp: 0.003810 +- 0.000100
# hotspot_lon[deg]: 1.583578 +- 1.417515
# hotspot_lat[deg]: -0.967742 +- 2.885336
time,flux,err,xcent,ycent,npp,phase,raw_flux,phasecurve
2458738.344358,1.003805,0.004655,15.434034,15.701976,6.382644,0.397416,914.726098,1.003535
2458738.344381,1.007399,0.004646,15.455675,15.695326,6.604717,0.397444,918.114760,1.003535
2458738.344404,0.995083,0.004673,15.487468,15.691139,6.733901,0.397472,907.409545,1.003536
2458738.344426,1.006648,0.004646,15.487125,15.676190,6.846570,0.397500,917.923777,1.003536
2458738.344449,1.008536,0.004642,15.472652,15.653208,6.826158,0.397528,919.735831,1.003536
2458738.344472,1.000090,0.004661,15.456476,15.671015,6.786149,0.397556,912.354168,1.003536
2458738.344495,1.001518,0.004660,15.454658,15.691932,6.458802,0.397584,912.753801,1.003536
2458738.344517,1.002283,0.004657,15.439080,15.682372,6.538917,0.397612,913.838355,1.003536
2458738.344540,0.994672,0.004675,15.464800,15.696677,6.613524,0.397640,906.811870,1.003537
2458738.344563,1.000309,0.004664,15.469036,15.717059,6.439096,0.397668,910.921846,1.003537
2458738.344586,1.001965,0.004661,15.480805,15.720298,6.446304,0.397696,912.312999,1.003537
2458738.344609,1.003367,0.004658,15.472211,15.729121,6.371387,0.397724,913.400296,1.003537
2458738.344631,1.010141,0.004642,15.468597,15.707225,6.481218,0.397752,919.866362,1.003537
2458738.344654,1.000458,0.004662,15.433595,15.719710,6.319843,0.397780,911.618559,1.003537
2458738.344677,1.004008,0.004653,15.423958,15.721750,6.094771,0.397808,915.238523,1.003538
2458738.344700,1.005473,0.004651,15.432806,15.741038,6.117275,0.397836,916.057468,1.003538
2458738.344722,1.006567,0.004648,15.433135,15.719795,5.994710,0.397864,917.308360,1.003538
2458738.344745,0.999896,0.004660,15.411248,15.697775,6.132721,0.397892,912.549936,1.003538
2458738.344768,1.014670,0.004627,15.413127,15.661250,6.493070,0.397920,925.811250,1.003538
2458738.344791,1.000566,0.004658,15.410793,15.674359,6.359050,0.397948,913.373537,1.003539
2458738.344814,0.996799,0.004668,15.431462,15.669201,6.497009,0.397976,909.627981,1.003539
